Response ID,Participant #,condition,Block #,"Block total order (cond1 = 1:8, cond2 = 9:16)",Step Presentation Order,Left Top Title,Right Top Title,Left Bottom Title,Right Bottom Title,Stim sentence ENG,"Correct = c, Incorrect = x",RT of stimulus
R_3EW10gYuF7zIfO1,62,2,2,10,3,TYPE 2,TYPE 1,None,None,I get stuck in neutral even though I know how important it I to get started - 2,C,2723
R_3EW10gYuF7zIfO1,62,2,2,10,4,TYPE 2,TYPE 1,None,None,I needlessly delay finishing jobs; even when they’re important - 2,C,2463
R_3EW10gYuF7zIfO1,62,2,2,10,5,TYPE 2,TYPE 1,None,None,I always finish important jobs with time to spare - 1,C,2221
R_3EW10gYuF7zIfO1,62,2,2,10,6,TYPE 2,TYPE 1,None,None,I promise myself I'll do something and then drag my feet - 2,C,2152
R_3EW10gYuF7zIfO1,62,2,2,10,7,TYPE 2,TYPE 1,None,None,I put the necessary time into even boring tasks - 1,C,2648
R_3EW10gYuF7zIfO1,62,2,2,10,8,TYPE 2,TYPE 1,None,None,I get right to work; even on life's unpleasant chores  - 1,C,2170
R_3EW10gYuF7zIfO1,62,2,2,10,9,TYPE 2,TYPE 1,None,None,When I have a deadline; I wait till the last minute - 2,C,1290
R_3EW10gYuF7zIfO1,62,2,2,10,10,TYPE 2,TYPE 1,None,None,Putting something off until tomorrow is not the way I do it - 1,C,1711
R_3EW10gYuF7zIfO1,62,2,2,10,11,TYPE 2,TYPE 1,None,None,Whenever I make a plan of action; I follow it  - 1,C,830
R_3EW10gYuF7zIfO1,62,2,2,10,12,TYPE 2,TYPE 1,None,None,I get stuck in neutral even though I know how important it I to get started - 2,C,615
R_3EW10gYuF7zIfO1,62,2,2,10,13,TYPE 2,TYPE 1,None,None,I always finish important jobs with time to spare - 1,C,608
R_3EW10gYuF7zIfO1,62,2,2,10,14,TYPE 2,TYPE 1,None,None,I promise myself I'll do something and then drag my feet - 2,C,657
R_3EW10gYuF7zIfO1,62,2,2,10,15,TYPE 2,TYPE 1,None,None,I needlessly delay finishing jobs; even when they’re important - 2,C,535
R_3EW10gYuF7zIfO1,62,2,2,10,16,TYPE 2,TYPE 1,None,None,I get right to work; even on life's unpleasant chores  - 1,C,675
R_3EW10gYuF7zIfO1,62,2,2,10,17,TYPE 2,TYPE 1,None,None,When I have a deadline; I wait till the last minute - 2,C,685
R_3EW10gYuF7zIfO1,62,2,2,10,18,TYPE 2,TYPE 1,None,None,I am an incurable time waster - 2,C,692
R_3EW10gYuF7zIfO1,62,2,2,10,19,TYPE 2,TYPE 1,None,None,I put the necessary time into even boring tasks - 1,C,713
R_3EW10gYuF7zIfO1,62,2,2,10,20,TYPE 2,TYPE 1,None,None,Whenever I make a plan of action; I follow it  - 1,C,710
R_3EW10gYuF7zIfO1,62,2,2,10,INSTRUCTIONS OF CURRENT BLOCK,TYPE 2,TYPE 1,None,None,INSTRUCTIONS OF CURRENT BLOCK,Total block time (time spent on page: =>,41369
R_3EW10gYuF7zIfO1,62,2,3,11,1,TYPE 2,TYPE 1,None,None,I put the necessary time into even boring tasks,C,2385
R_3EW10gYuF7zIfO1,62,2,3,11,2,TYPE 2,TYPE 1,None,None,Whenever I make a plan of action; I follow it ,X,3853
R_3EW10gYuF7zIfO1,62,2,3,11,3,TYPE 2,TYPE 1,None,None,When I have a deadline; I wait till the last minute,C,2024
R_3EW10gYuF7zIfO1,62,2,3,11,4,TYPE 2,TYPE 1,None,None,Putting something off until tomorrow is not the way I do it,C,3116
R_3EW10gYuF7zIfO1,62,2,3,11,5,TYPE 2,TYPE 1,None,None,I get right to work; even on life's unpleasant chores ,C,3510
R_3EW10gYuF7zIfO1,62,2,3,11,6,TYPE 2,TYPE 1,None,None,I promise myself I'll do something and then drag my feet,C,1929
R_3EW10gYuF7zIfO1,62,2,3,11,7,TYPE 2,TYPE 1,None,None,I am an incurable time waster,X,2027
R_3EW10gYuF7zIfO1,62,2,3,11,8,TYPE 2,TYPE 1,None,None,I always finish important jobs with time to spare,C,2494
R_3EW10gYuF7zIfO1,62,2,3,11,9,TYPE 2,TYPE 1,None,None,I needlessly delay finishing jobs; even when they’re important,C,1344
R_3EW10gYuF7zIfO1,62,2,3,11,10,TYPE 2,TYPE 1,None,None,I get stuck in neutral even though I know how important it I to get started,X,924
R_3EW10gYuF7zIfO1,62,2,3,11,11,TYPE 2,TYPE 1,None,None,I promise myself I'll do something and then drag my feet,X,195
R_3EW10gYuF7zIfO1,62,2,3,11,12,TYPE 2,TYPE 1,None,None,I get right to work; even on life's unpleasant chores ,C,86
R_3EW10gYuF7zIfO1,62,2,3,11,13,TYPE 2,TYPE 1,None,None,Whenever I make a plan of action; I follow it ,X,218
R_3EW10gYuF7zIfO1,62,2,3,11,14,TYPE 2,TYPE 1,None,None,I needlessly delay finishing jobs; even when they’re important,C,95
R_3EW10gYuF7zIfO1,62,2,3,11,15,TYPE 2,TYPE 1,None,None,Putting something off until tomorrow is not the way I do it,C,110
R_3EW10gYuF7zIfO1,62,2,3,11,16,TYPE 2,TYPE 1,None,None,I am an incurable time waster,C,89
R_3EW10gYuF7zIfO1,62,2,3,11,17,TYPE 2,TYPE 1,None,None,I put the necessary time into even boring tasks,C,103
R_3EW10gYuF7zIfO1,62,2,3,11,18,TYPE 2,TYPE 1,None,None,I get stuck in neutral even though I know how important it I to get started,C,97
R_3EW10gYuF7zIfO1,62,2,3,11,19,TYPE 2,TYPE 1,None,None,When I have a deadline; I wait till the last minute,X,188
R_3EW10gYuF7zIfO1,62,2,3,11,20,TYPE 2,TYPE 1,None,None,I always finish important jobs with time to spare,C,122
R_3EW10gYuF7zIfO1,62,2,3,11,21,TYPE 2,TYPE 1,None,None,I get stuck in neutral even though I know how important it I to get started,C,62
R_3EW10gYuF7zIfO1,62,2,3,11,22,TYPE 2,TYPE 1,None,None,When I have a deadline; I wait till the last minute,X,173
R_3EW10gYuF7zIfO1,62,2,3,11,23,TYPE 2,TYPE 1,None,None,Whenever I make a plan of action; I follow it ,C,148
R_3EW10gYuF7zIfO1,62,2,3,11,24,TYPE 2,TYPE 1,None,None,I am an incurable time waster,X,202
R_3EW10gYuF7zIfO1,62,2,3,11,25,TYPE 2,TYPE 1,None,None,I put the necessary time into even boring tasks,X,184
R_3EW10gYuF7zIfO1,62,2,3,11,26,TYPE 2,TYPE 1,None,None,I needlessly delay finishing jobs; even when they’re important,C,168
R_3EW10gYuF7zIfO1,62,2,3,11,27,TYPE 2,TYPE 1,None,None,I promise myself I'll do something and then drag my feet,X,200
R_3EW10gYuF7zIfO1,62,2,3,11,28,TYPE 2,TYPE 1,None,None,I get right to work; even on life's unpleasant chores ,C,104
R_3EW10gYuF7zIfO1,62,2,3,11,29,TYPE 2,TYPE 1,None,None,Putting something off until tomorrow is not the way I do it,X,192
R_3EW10gYuF7zIfO1,62,2,3,11,30,TYPE 2,TYPE 1,None,None,I always finish important jobs with time to spare,X,189
R_3EW10gYuF7zIfO1,62,2,3,11,31,TYPE 2,TYPE 1,None,None,I get stuck in neutral even though I know how important it I to get started,C,111
R_3EW10gYuF7zIfO1,62,2,3,11,32,TYPE 2,TYPE 1,None,None,When I have a deadline; I wait till the last minute,X,217
R_3EW10gYuF7zIfO1,62,2,3,11,33,TYPE 2,TYPE 1,None,None,Whenever I make a plan of action; I follow it ,C,99
R_3EW10gYuF7zIfO1,62,2,3,11,34,TYPE 2,TYPE 1,None,None,I am an incurable time waster,C,119
R_3EW10gYuF7zIfO1,62,2,3,11,35,TYPE 2,TYPE 1,None,None,I put the necessary time into even boring tasks,C,117
R_3EW10gYuF7zIfO1,62,2,3,11,36,TYPE 2,TYPE 1,None,None,I needlessly delay finishing jobs; even when they’re important,C,111
R_3EW10gYuF7zIfO1,62,2,3,11,37,TYPE 2,TYPE 1,None,None,I promise myself I'll do something and then drag my feet,X,207
R_3EW10gYuF7zIfO1,62,2,3,11,38,TYPE 2,TYPE 1,None,None,I get right to work; even on life's unpleasant chores ,C,102
R_3EW10gYuF7zIfO1,62,2,3,11,39,TYPE 2,TYPE 1,None,None,Putting something off until tomorrow is not the way I do it,X,195
R_3EW10gYuF7zIfO1,62,2,3,11,40,TYPE 2,TYPE 1,None,None,I always finish important jobs with time to spare,X,221
R_3EW10gYuF7zIfO1,62,2,3,11,INSTRUCTIONS OF CURRENT BLOCK,TYPE 2,TYPE 1,None,None,INSTRUCTIONS OF CURRENT BLOCK,Total block time (time spent on page: =>,38003
R_3EW10gYuF7zIfO1,62,2,4,12,1,TYPE 2,TYPE 1,FALSE,TRUTH,When I have a deadline; I wait till the last minute,X,1576
R_3EW10gYuF7zIfO1,62,2,4,12,2,TYPE 2,TYPE 1,FALSE,TRUTH,I am climbing on a mountain,X,200
R_3EW10gYuF7zIfO1,62,2,4,12,3,TYPE 2,TYPE 1,FALSE,TRUTH,I promise myself I'll do something and then drag my feet,X,336
R_3EW10gYuF7zIfO1,62,2,4,12,4,TYPE 2,TYPE 1,FALSE,TRUTH,I am buying groceries now  ,X,218
R_3EW10gYuF7zIfO1,62,2,4,12,5,TYPE 2,TYPE 1,FALSE,TRUTH,I get right to work; even on life's unpleasant chores ,C,111
R_3EW10gYuF7zIfO1,62,2,4,12,6,TYPE 2,TYPE 1,FALSE,TRUTH,I am infront of a computer right now,X,228
R_3EW10gYuF7zIfO1,62,2,4,12,7,TYPE 2,TYPE 1,FALSE,TRUTH,I always finish important jobs with time to spare,X,238
R_3EW10gYuF7zIfO1,62,2,4,12,8,TYPE 2,TYPE 1,FALSE,TRUTH,I am reading what is on the screen,X,198
R_3EW10gYuF7zIfO1,62,2,4,12,9,TYPE 2,TYPE 1,FALSE,TRUTH,Putting something off until tomorrow is not the way I do it,X,222
R_3EW10gYuF7zIfO1,62,2,4,12,10,TYPE 2,TYPE 1,FALSE,TRUTH,I am at the beach,C,108
R_3EW10gYuF7zIfO1,62,2,4,12,11,TYPE 2,TYPE 1,FALSE,TRUTH,I am an incurable time waster,X,214
R_3EW10gYuF7zIfO1,62,2,4,12,12,TYPE 2,TYPE 1,FALSE,TRUTH,My fingers are on the keyboard,C,94
R_3EW10gYuF7zIfO1,62,2,4,12,13,TYPE 2,TYPE 1,FALSE,TRUTH,I needlessly delay finishing jobs; even when they’re important,C,118
R_3EW10gYuF7zIfO1,62,2,4,12,14,TYPE 2,TYPE 1,FALSE,TRUTH,I am playing an electric guitar,X,221
R_3EW10gYuF7zIfO1,62,2,4,12,15,TYPE 2,TYPE 1,FALSE,TRUTH,I get stuck in neutral even though I know how important it I to get started,X,215
R_3EW10gYuF7zIfO1,62,2,4,12,16,TYPE 2,TYPE 1,FALSE,TRUTH,I am doing an experiment in psychology,C,122
R_3EW10gYuF7zIfO1,62,2,4,12,17,TYPE 2,TYPE 1,FALSE,TRUTH,Whenever I make a plan of action; I follow it ,X,191
R_3EW10gYuF7zIfO1,62,2,4,12,18,TYPE 2,TYPE 1,FALSE,TRUTH,I am watching the computer screen,C,162
R_3EW10gYuF7zIfO1,62,2,4,12,19,TYPE 2,TYPE 1,FALSE,TRUTH,I put the necessary time into even boring tasks,C,145
R_3EW10gYuF7zIfO1,62,2,4,12,20,TYPE 2,TYPE 1,FALSE,TRUTH,I am playing soccer right now,C,85
R_3EW10gYuF7zIfO1,62,2,4,12,INSTRUCTIONS OF CURRENT BLOCK,TYPE 2,TYPE 1,FALSE,TRUTH,INSTRUCTIONS OF CURRENT BLOCK,Total block time (time spent on page: =>,14117
R_3EW10gYuF7zIfO1,62,2,5,13,1,TYPE 2,TYPE 1,FALSE,TRUTH,Whenever I make a plan of action; I follow it ,C,719
R_3EW10gYuF7zIfO1,62,2,5,13,2,TYPE 2,TYPE 1,FALSE,TRUTH,I am at the beach,X,294
R_3EW10gYuF7zIfO1,62,2,5,13,3,TYPE 2,TYPE 1,FALSE,TRUTH,I get right to work; even on life's unpleasant chores ,C,77
R_3EW10gYuF7zIfO1,62,2,5,13,4,TYPE 2,TYPE 1,FALSE,TRUTH,I am reading what is on the screen,C,247
R_3EW10gYuF7zIfO1,62,2,5,13,5,TYPE 2,TYPE 1,FALSE,TRUTH,I put the necessary time into even boring tasks,X,342
R_3EW10gYuF7zIfO1,62,2,5,13,6,TYPE 2,TYPE 1,FALSE,TRUTH,I am climbing on a mountain,C,99
R_3EW10gYuF7zIfO1,62,2,5,13,7,TYPE 2,TYPE 1,FALSE,TRUTH,When I have a deadline; I wait till the last minute,X,591
R_3EW10gYuF7zIfO1,62,2,5,13,8,TYPE 2,TYPE 1,FALSE,TRUTH,I am playing soccer right now,X,205
R_3EW10gYuF7zIfO1,62,2,5,13,9,TYPE 2,TYPE 1,FALSE,TRUTH,I get stuck in neutral even though I know how important it I to get started,C,154
R_3EW10gYuF7zIfO1,62,2,5,13,10,TYPE 2,TYPE 1,FALSE,TRUTH,I am watching the computer screen,X,263
R_3EW10gYuF7zIfO1,62,2,5,13,11,TYPE 2,TYPE 1,FALSE,TRUTH,I am an incurable time waster,C,125
R_3EW10gYuF7zIfO1,62,2,5,13,12,TYPE 2,TYPE 1,FALSE,TRUTH,My fingers are on the keyboard,C,95
R_3EW10gYuF7zIfO1,62,2,5,13,13,TYPE 2,TYPE 1,FALSE,TRUTH,I needlessly delay finishing jobs; even when they’re important,X,411
R_3EW10gYuF7zIfO1,62,2,5,13,14,TYPE 2,TYPE 1,FALSE,TRUTH,I am playing an electric guitar,X,244
R_3EW10gYuF7zIfO1,62,2,5,13,15,TYPE 2,TYPE 1,FALSE,TRUTH,I promise myself I'll do something and then drag my feet,C,159
R_3EW10gYuF7zIfO1,62,2,5,13,16,TYPE 2,TYPE 1,FALSE,TRUTH,I am doing an experiment in psychology,X,338
R_3EW10gYuF7zIfO1,62,2,5,13,17,TYPE 2,TYPE 1,FALSE,TRUTH,I always finish important jobs with time to spare,C,206
R_3EW10gYuF7zIfO1,62,2,5,13,18,TYPE 2,TYPE 1,FALSE,TRUTH,I am infront of a computer right now,X,338
R_3EW10gYuF7zIfO1,62,2,5,13,19,TYPE 2,TYPE 1,FALSE,TRUTH,Putting something off until tomorrow is not the way I do it,C,148
R_3EW10gYuF7zIfO1,62,2,5,13,20,TYPE 2,TYPE 1,FALSE,TRUTH,I am buying groceries now  ,C,100
R_3EW10gYuF7zIfO1,62,2,5,13,21,TYPE 2,TYPE 1,FALSE,TRUTH,I get stuck in neutral even though I know how important it I to get started,X,265
R_3EW10gYuF7zIfO1,62,2,5,13,22,TYPE 2,TYPE 1,FALSE,TRUTH,My fingers are on the keyboard,C,81
R_3EW10gYuF7zIfO1,62,2,5,13,23,TYPE 2,TYPE 1,FALSE,TRUTH,I always finish important jobs with time to spare,X,276
R_3EW10gYuF7zIfO1,62,2,5,13,24,TYPE 2,TYPE 1,FALSE,TRUTH,I am climbing on a mountain,C,198
R_3EW10gYuF7zIfO1,62,2,5,13,25,TYPE 2,TYPE 1,FALSE,TRUTH,Putting something off until tomorrow is not the way I do it,C,1786
R_3EW10gYuF7zIfO1,62,2,5,13,26,TYPE 2,TYPE 1,FALSE,TRUTH,I am playing an electric guitar,C,2635
R_3EW10gYuF7zIfO1,62,2,5,13,27,TYPE 2,TYPE 1,FALSE,TRUTH,I am an incurable time waster,X,686
R_3EW10gYuF7zIfO1,62,2,5,13,28,TYPE 2,TYPE 1,FALSE,TRUTH,I am infront of a computer right now,X,694
R_3EW10gYuF7zIfO1,62,2,5,13,29,TYPE 2,TYPE 1,FALSE,TRUTH,Whenever I make a plan of action; I follow it ,C,163
R_3EW10gYuF7zIfO1,62,2,5,13,30,TYPE 2,TYPE 1,FALSE,TRUTH,I am reading what is on the screen,C,153
R_3EW10gYuF7zIfO1,62,2,5,13,31,TYPE 2,TYPE 1,FALSE,TRUTH,I promise myself I'll do something and then drag my feet,C,144
R_3EW10gYuF7zIfO1,62,2,5,13,32,TYPE 2,TYPE 1,FALSE,TRUTH,I am at the beach,X,237
R_3EW10gYuF7zIfO1,62,2,5,13,33,TYPE 2,TYPE 1,FALSE,TRUTH,I put the necessary time into even boring tasks,C,90
R_3EW10gYuF7zIfO1,62,2,5,13,34,TYPE 2,TYPE 1,FALSE,TRUTH,I am watching the computer screen,C,168
R_3EW10gYuF7zIfO1,62,2,5,13,35,TYPE 2,TYPE 1,FALSE,TRUTH,When I have a deadline; I wait till the last minute,C,198
R_3EW10gYuF7zIfO1,62,2,5,13,36,TYPE 2,TYPE 1,FALSE,TRUTH,I am buying groceries now  ,X,516
R_3EW10gYuF7zIfO1,62,2,5,13,37,TYPE 2,TYPE 1,FALSE,TRUTH,I get right to work; even on life's unpleasant chores ,C,148
R_3EW10gYuF7zIfO1,62,2,5,13,38,TYPE 2,TYPE 1,FALSE,TRUTH,I am playing soccer right now,X,312
R_3EW10gYuF7zIfO1,62,2,5,13,39,TYPE 2,TYPE 1,FALSE,TRUTH,I needlessly delay finishing jobs; even when they’re important,X,628
R_3EW10gYuF7zIfO1,62,2,5,13,40,TYPE 2,TYPE 1,FALSE,TRUTH,I am doing an experiment in psychology,X,368
R_3EW10gYuF7zIfO1,62,2,5,13,INSTRUCTIONS OF CURRENT BLOCK,TYPE 2,TYPE 1,FALSE,TRUTH,INSTRUCTIONS OF CURRENT BLOCK,Total block time (time spent on page: =>,18608
R_3EW10gYuF7zIfO1,62,2,6,14,1,TYPE 1,TYPE 2,None,None,I put the necessary time into even boring tasks,C,592
R_3EW10gYuF7zIfO1,62,2,6,14,2,TYPE 1,TYPE 2,None,None,Whenever I make a plan of action; I follow it ,C,170
R_3EW10gYuF7zIfO1,62,2,6,14,3,TYPE 1,TYPE 2,None,None,When I have a deadline; I wait till the last minute,X,7775
R_3EW10gYuF7zIfO1,62,2,6,14,4,TYPE 1,TYPE 2,None,None,Putting something off until tomorrow is not the way I do it,C,328
R_3EW10gYuF7zIfO1,62,2,6,14,5,TYPE 1,TYPE 2,None,None,I get right to work; even on life's unpleasant chores ,X,1039
R_3EW10gYuF7zIfO1,62,2,6,14,6,TYPE 1,TYPE 2,None,None,I promise myself I'll do something and then drag my feet,C,2042
R_3EW10gYuF7zIfO1,62,2,6,14,7,TYPE 1,TYPE 2,None,None,I am an incurable time waster,C,1512
R_3EW10gYuF7zIfO1,62,2,6,14,8,TYPE 1,TYPE 2,None,None,I always finish important jobs with time to spare,C,344
R_3EW10gYuF7zIfO1,62,2,6,14,9,TYPE 1,TYPE 2,None,None,I needlessly delay finishing jobs; even when they’re important,C,468
R_3EW10gYuF7zIfO1,62,2,6,14,10,TYPE 1,TYPE 2,None,None,I get stuck in neutral even though I know how important it I to get started,X,777
R_3EW10gYuF7zIfO1,62,2,6,14,11,TYPE 1,TYPE 2,None,None,I promise myself I'll do something and then drag my feet,C,420
R_3EW10gYuF7zIfO1,62,2,6,14,12,TYPE 1,TYPE 2,None,None,I get right to work; even on life's unpleasant chores ,C,286
R_3EW10gYuF7zIfO1,62,2,6,14,13,TYPE 1,TYPE 2,None,None,Whenever I make a plan of action; I follow it ,X,822
R_3EW10gYuF7zIfO1,62,2,6,14,14,TYPE 1,TYPE 2,None,None,I needlessly delay finishing jobs; even when they’re important,X,754
R_3EW10gYuF7zIfO1,62,2,6,14,15,TYPE 1,TYPE 2,None,None,Putting something off until tomorrow is not the way I do it,X,818
R_3EW10gYuF7zIfO1,62,2,6,14,16,TYPE 1,TYPE 2,None,None,I am an incurable time waster,C,420
R_3EW10gYuF7zIfO1,62,2,6,14,17,TYPE 1,TYPE 2,None,None,I put the necessary time into even boring tasks,X,1021
R_3EW10gYuF7zIfO1,62,2,6,14,18,TYPE 1,TYPE 2,None,None,I get stuck in neutral even though I know how important it I to get started,X,750
R_3EW10gYuF7zIfO1,62,2,6,14,19,TYPE 1,TYPE 2,None,None,When I have a deadline; I wait till the last minute,C,399
R_3EW10gYuF7zIfO1,62,2,6,14,20,TYPE 1,TYPE 2,None,None,I always finish important jobs with time to spare,X,936
R_3EW10gYuF7zIfO1,62,2,6,14,21,TYPE 1,TYPE 2,None,None,I get stuck in neutral even though I know how important it I to get started,C,529
R_3EW10gYuF7zIfO1,62,2,6,14,22,TYPE 1,TYPE 2,None,None,When I have a deadline; I wait till the last minute,X,765
R_3EW10gYuF7zIfO1,62,2,6,14,23,TYPE 1,TYPE 2,None,None,Whenever I make a plan of action; I follow it ,X,635
R_3EW10gYuF7zIfO1,62,2,6,14,24,TYPE 1,TYPE 2,None,None,I am an incurable time waster,C,702
R_3EW10gYuF7zIfO1,62,2,6,14,25,TYPE 1,TYPE 2,None,None,I put the necessary time into even boring tasks,C,427
R_3EW10gYuF7zIfO1,62,2,6,14,26,TYPE 1,TYPE 2,None,None,I needlessly delay finishing jobs; even when they’re important,C,408
R_3EW10gYuF7zIfO1,62,2,6,14,27,TYPE 1,TYPE 2,None,None,I promise myself I'll do something and then drag my feet,X,813
R_3EW10gYuF7zIfO1,62,2,6,14,28,TYPE 1,TYPE 2,None,None,I get right to work; even on life's unpleasant chores ,X,848
R_3EW10gYuF7zIfO1,62,2,6,14,29,TYPE 1,TYPE 2,None,None,Putting something off until tomorrow is not the way I do it,C,451
R_3EW10gYuF7zIfO1,62,2,6,14,30,TYPE 1,TYPE 2,None,None,I always finish important jobs with time to spare,X,871
R_3EW10gYuF7zIfO1,62,2,6,14,31,TYPE 1,TYPE 2,None,None,I get stuck in neutral even though I know how important it I to get started,X,1020
R_3EW10gYuF7zIfO1,62,2,6,14,32,TYPE 1,TYPE 2,None,None,When I have a deadline; I wait till the last minute,C,517
R_3EW10gYuF7zIfO1,62,2,6,14,33,TYPE 1,TYPE 2,None,None,Whenever I make a plan of action; I follow it ,X,1023
R_3EW10gYuF7zIfO1,62,2,6,14,34,TYPE 1,TYPE 2,None,None,I am an incurable time waster,X,1117
R_3EW10gYuF7zIfO1,62,2,6,14,35,TYPE 1,TYPE 2,None,None,I put the necessary time into even boring tasks,X,1157
R_3EW10gYuF7zIfO1,62,2,6,14,36,TYPE 1,TYPE 2,None,None,I needlessly delay finishing jobs; even when they’re important,X,998
R_3EW10gYuF7zIfO1,62,2,6,14,37,TYPE 1,TYPE 2,None,None,I promise myself I'll do something and then drag my feet,C,400
R_3EW10gYuF7zIfO1,62,2,6,14,38,TYPE 1,TYPE 2,None,None,I get right to work; even on life's unpleasant chores ,X,1047
R_3EW10gYuF7zIfO1,62,2,6,14,39,TYPE 1,TYPE 2,None,None,Putting something off until tomorrow is not the way I do it,C,332
R_3EW10gYuF7zIfO1,62,2,6,14,40,TYPE 1,TYPE 2,None,None,I always finish important jobs with time to spare,C,508
R_3EW10gYuF7zIfO1,62,2,6,14,INSTRUCTIONS OF CURRENT BLOCK,TYPE 1,TYPE 2,None,None,INSTRUCTIONS OF CURRENT BLOCK,Total block time (time spent on page: =>,42912
R_3EW10gYuF7zIfO1,62,2,7,15,1,TYPE 1,TYPE 2,FALSE,TRUTH,When I have a deadline; I wait till the last minute,C,4427
R_3EW10gYuF7zIfO1,62,2,7,15,2,TYPE 1,TYPE 2,FALSE,TRUTH,My fingers are on the keyboard,X,759
R_3EW10gYuF7zIfO1,62,2,7,15,3,TYPE 1,TYPE 2,FALSE,TRUTH,I get right to work; even on life's unpleasant chores ,X,642
R_3EW10gYuF7zIfO1,62,2,7,15,4,TYPE 1,TYPE 2,FALSE,TRUTH,I am at the beach,X,493
R_3EW10gYuF7zIfO1,62,2,7,15,5,TYPE 1,TYPE 2,FALSE,TRUTH,I am an incurable time waster,C,146
R_3EW10gYuF7zIfO1,62,2,7,15,6,TYPE 1,TYPE 2,FALSE,TRUTH,I am buying groceries now  ,C,189
R_3EW10gYuF7zIfO1,62,2,7,15,7,TYPE 1,TYPE 2,FALSE,TRUTH,I promise myself I'll do something and then drag my feet,C,215
R_3EW10gYuF7zIfO1,62,2,7,15,8,TYPE 1,TYPE 2,FALSE,TRUTH,I am watching the computer screen,X,295
R_3EW10gYuF7zIfO1,62,2,7,15,9,TYPE 1,TYPE 2,FALSE,TRUTH,Putting something off until tomorrow is not the way I do it,C,139
R_3EW10gYuF7zIfO1,62,2,7,15,10,TYPE 1,TYPE 2,FALSE,TRUTH,I am doing an experiment in psychology,C,146
R_3EW10gYuF7zIfO1,62,2,7,15,11,TYPE 1,TYPE 2,FALSE,TRUTH,I needlessly delay finishing jobs; even when they’re important,X,366
R_3EW10gYuF7zIfO1,62,2,7,15,12,TYPE 1,TYPE 2,FALSE,TRUTH,I am reading what is on the screen,X,274
R_3EW10gYuF7zIfO1,62,2,7,15,13,TYPE 1,TYPE 2,FALSE,TRUTH,I get stuck in neutral even though I know how important it I to get started,X,298
R_3EW10gYuF7zIfO1,62,2,7,15,14,TYPE 1,TYPE 2,FALSE,TRUTH,I am playing an electric guitar,C,109
R_3EW10gYuF7zIfO1,62,2,7,15,15,TYPE 1,TYPE 2,FALSE,TRUTH,Whenever I make a plan of action; I follow it ,X,286
R_3EW10gYuF7zIfO1,62,2,7,15,16,TYPE 1,TYPE 2,FALSE,TRUTH,I am climbing on a mountain,X,244
R_3EW10gYuF7zIfO1,62,2,7,15,17,TYPE 1,TYPE 2,FALSE,TRUTH,I always finish important jobs with time to spare,X,616
R_3EW10gYuF7zIfO1,62,2,7,15,18,TYPE 1,TYPE 2,FALSE,TRUTH,I am playing soccer right now,C,222
R_3EW10gYuF7zIfO1,62,2,7,15,19,TYPE 1,TYPE 2,FALSE,TRUTH,I put the necessary time into even boring tasks,X,284
R_3EW10gYuF7zIfO1,62,2,7,15,20,TYPE 1,TYPE 2,FALSE,TRUTH,I am infront of a computer right now,C,118
R_3EW10gYuF7zIfO1,62,2,7,15,INSTRUCTIONS OF CURRENT BLOCK,TYPE 1,TYPE 2,FALSE,TRUTH,INSTRUCTIONS OF CURRENT BLOCK,Total block time (time spent on page: =>,22081
R_3EW10gYuF7zIfO1,62,2,8,16,1,TYPE 1,TYPE 2,FALSE,TRUTH,Putting something off until tomorrow is not the way I do it ,X,885
R_3EW10gYuF7zIfO1,62,2,8,16,2,TYPE 1,TYPE 2,FALSE,TRUTH,I am playing an electric guitar,X,273
R_3EW10gYuF7zIfO1,62,2,8,16,3,TYPE 1,TYPE 2,FALSE,TRUTH,When I have a deadline; I wait till the last minute,C,78
R_3EW10gYuF7zIfO1,62,2,8,16,4,TYPE 1,TYPE 2,FALSE,TRUTH,My fingers are on the keyboard,X,208
R_3EW10gYuF7zIfO1,62,2,8,16,5,TYPE 1,TYPE 2,FALSE,TRUTH,I needlessly delay finishing jobs; even when they’re important,X,188
R_3EW10gYuF7zIfO1,62,2,8,16,6,TYPE 1,TYPE 2,FALSE,TRUTH,I am reading what is on the screen,X,186
R_3EW10gYuF7zIfO1,62,2,8,16,7,TYPE 1,TYPE 2,FALSE,TRUTH,I get stuck in neutral even though I know how important it I to get started ,C,143
R_3EW10gYuF7zIfO1,62,2,8,16,8,TYPE 1,TYPE 2,FALSE,TRUTH,I am at the beach,C,15
R_3EW10gYuF7zIfO1,62,2,8,16,9,TYPE 1,TYPE 2,FALSE,TRUTH,Whenever I make a plan of action; I follow it ,X,193
R_3EW10gYuF7zIfO1,62,2,8,16,10,TYPE 1,TYPE 2,FALSE,TRUTH,I am buying groceries now  ,C,187
R_3EW10gYuF7zIfO1,62,2,8,16,11,TYPE 1,TYPE 2,FALSE,TRUTH,I get right to work; even on life's unpleasant chores ,C,126
R_3EW10gYuF7zIfO1,62,2,8,16,12,TYPE 1,TYPE 2,FALSE,TRUTH,I am climbing on a mountain,X,458
R_3EW10gYuF7zIfO1,62,2,8,16,13,TYPE 1,TYPE 2,FALSE,TRUTH,I always finish important jobs with time to spare,X,405
R_3EW10gYuF7zIfO1,62,2,8,16,14,TYPE 1,TYPE 2,FALSE,TRUTH,I am infront of a computer right now,X,200
